No.	CHRIP_ID	CAS RN	CAS Identity	Chemical Substance Name
30	C006-205-79A	50-56-6		Oxytocin
31	C017-035-93A	50-59-9		"(6R,7R)-8-Oxo-3-(pyridin-1-ium-1-ylmethyl)-7-(2-thienylacetamido)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
32	C006-032-96A	50-69-1		D-Ribose
33	C004-741-62A	50-70-4		D-Glucitol
34	C008-520-11A	50-71-5		Alloxan
35	C009-066-65A	50-73-7		"2,3,5-Trichlorobenzoic acid"
36	C009-066-76A	50-74-8		"2,3,4,5-Tetrachlorobenzoic acid"
37	C009-066-87A	50-75-9		"2,3,4-Trichlorobenzoic acid"
38	C004-735-34A	50-78-2		Aspirin
39	C009-098-02A	50-79-3		"2,5-Dichlorobenzoic acid"
40	C004-695-72A	50-81-7		L-ascorbic acid
41	C005-411-99A	50-84-0		"2,4-Dichlorobenzoic acid"
42	C004-739-10A	50-99-7		D-Glucose
43	C004-778-87A	51-03-6		"5-Propan-1-yl-6-(2,5,8-trioxadodecan-1-yl)-1,3-benzodioxole"
44	C017-052-59A	51-12-7		N-Benzyl-3-(2-isonicotinoylhydrazino)propanamide
45	C009-998-19A	51-17-2		Benzimidazole
46	C005-046-36A	51-18-3		Tretamine
47	C011-583-50A	51-20-7		5-bromouracil
48	C005-032-46A	51-21-8		"5-Fluoropyrimidine-2,4(1H,3H)-dione"
49	C004-702-84A	51-28-5		"2,4-Dinitrophenol"
50	C006-033-09A	51-35-4		L-4-hydroxyproline
51	C009-103-21A	51-36-5		"3,5-Dichlorobenzoic acid"
52	C009-103-54A	51-39-8		"3,4,5-Trichlorobenzoic acid"
53	C006-206-15A	51-43-4		Epinephrine
54	C005-412-02A	51-44-5		"3,4-Dichlorobenzoic acid"
55	C005-020-50A	51-52-5		Propylthiouracil
56	C005-460-36A	51-55-8		Atropine
57	C008-671-45A	51-59-2		5-acetamidosalicylic acid
58	C007-559-24A	51-61-6		"4-(2-Aminoethyl)benzene-1,2-diol"
59	C009-104-34A	51-66-1		N-(4-Methoxyphenyl)acetamide
60	C010-037-92A	51-68-3		Meclofenoxate
61	C006-266-02A	51-77-4		"(E)-3,7-Dimethylocta-2,6-dien-1-yl (4E,8E)-5,9,13-trimethyltetradeca-4,8,12-trienoate"
62	C004-689-88A	51-79-6		Ethyl carbamate
63	C010-582-86A	51-84-3		(2-acetoxyethyl)trimethylammonium
64	C006-324-22A	51-85-4		"2,2'-dithiobis(ethylamine)"
65	C005-043-85A	52-01-7		"7alpha-(Acetylsulfanyl)-3-oxo-17alpha-pregn-4-ene-21,17-carbolactone"
66	C006-206-48A	52-21-1		"11beta,17-Dihydroxy-3,20-dioxopregna-1,4-dien-21-yl acetate"
67	C005-010-46A	52-24-4		Tris(aziridin-1-yl)phosphane sulfide
68	C008-537-96A	52-31-3		Cyclobarbital
69	C008-518-81A	52-43-7		Allobarbital
70	C004-699-03A	52-51-7		"2-Bromo-2-nitropropane-1,3-diol"
71	C008-524-08A	52-62-0		Pentolonium tartrate
72	C012-317-54A	52-66-4		2-Amino-3-methyl-3-sulfanylbutanoic acid
73	C006-266-13A	52-67-5		(S)-2-Amino-3-methyl-3-sulfanylbutanoic acid
74	C005-480-65A	52-90-4		L-cysteine
75	C005-041-69A	53-03-2		Prednisone
76	C005-389-58A	53-16-7		Estrone
77	C006-206-93A	53-36-1		Methylprednisolone 21-acetate
78	C012-132-74A	53-39-4		Oxandrolone
79	C005-394-62A	53-43-0		3beta-Hydroxyandrost-5-en-17-one
80	C011-671-35A	53-83-8		6-thioinosine 5'-monophosphate
81	C006-266-24A	53-86-1		Indometacin
82	C005-026-52A	54-05-7		Chloroquine
83	C004-708-08A	54-11-5		Nicotine
84	C006-033-21A	54-12-6		DL-tryptophan
85	C006-266-35A	54-21-7		Sodium salicylate
86	C012-095-29A	54-25-1		"2-(beta-D-ribofuranosyl)-1,2,4-triazine-3,5-diol"
87	C006-033-32A	54-28-4		"(R)-2,7,8-Trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]chroman-6-ol"
88	C010-302-51A	54-30-8		Isopentyl {[2-(diethylamino)ethyl]amino}(phenyl)acetate
89	C005-032-68A	54-31-9		Furosemide
90	C006-266-46A	54-42-2		Idoxuridine
91	C006-266-57A	54-47-7		(4-Formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate
92	C005-286-81A	54-64-8		Sodium ethanido(2-sulfido-kappaS-benzoato-kappaO)mercurate(1-)
93	C004-771-05A	54-85-3		Isoniazid
94	C006-207-28A	55-03-8		"Sodium (S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoate"
95	C006-266-68A	55-06-1		Liothyronine sodium
96	C006-324-77A	55-22-1		Isonicotinic acid
97	C005-480-76A	55-56-1		"5,5'-Bis(4-chlorophenyl)-1,1'-hexan-1,6-diyldibiguanide"
98	C008-541-97A	55-59-4		"Tyrosine, 3-methoxy-O-methyl-"
99	C004-677-58A	55-63-0		Nitroglycerin
100	C007-566-54A	55-73-2		"1-Benzyl-2,3-dimethylguanidine"
101	C010-844-68A	55-97-0		Hexamethonium bromide
102	C005-008-16A	55-98-1		Busulfan
103	C011-161-21A	56-03-1		Biguanide
104	C005-017-62A	56-04-2		Methylthiouracil
105	C006-266-79A	56-12-2		4-aminobutyric acid
106	C005-178-77A	56-18-8		"3,3'-iminodi(propylamine)"
107	C004-661-42A	56-23-5		Tetrachloromethane
108	C017-044-61A	56-29-1		"5-(1-Cyclohexen-1-yl)-1,5-dimethylbarbituric acid"
109	C012-072-83A	56-33-7		"1,1,3,3-Tetramethyl-1,3-diphenyldisiloxane"
110	C004-773-32A	56-35-9		"1,1,1,3,3,3-Hexabutyldistannoxane"
111	C004-851-36A	56-36-0		Tributylstannyl acetate
112	C005-555-60A	56-40-6		Glycine
113	C006-033-43A	56-41-7		L-alanine
114	C006-033-54A	56-45-1		L-Serine
115	C005-008-72A	56-53-1		"(E)-4,4'-Hex-3-ene-3,4-diyldiphenol"
116	C012-363-06A	56-54-2		(9S)-6'-Methoxycinchonan-9-ol
117	C004-699-69A	56-72-4		"O-(3-Chloro-4-methyl-2-oxo-2H-chromen-7-yl) O,O-diethyl phosphorothioate"
118	C005-010-91A	56-75-7		Chloramphenicol
119	C004-717-32A	56-81-5		Glycerol
120	C011-161-32A	56-82-6		DL-glyceraldehyde
121	C004-786-53A	56-84-8		L-Aspartic acid
122	C006-033-65A	56-85-9		Levoglutamide
123	C005-802-16A	56-86-0		Glutamic acid
124	C006-278-98A	56-87-1		L-Lysine
125	C006-033-76A	56-89-3		Cystine
126	C006-033-87A	56-91-7		P-(aminomethyl)benzoic acid
127	C008-535-81A	56-99-5		Carnitine hydrochloride
128	C011-161-43A	57-03-4		"2,3-Dihydroxypropyl dihydrogen phosphate"
129	C004-695-05A	57-06-7		Allyl isothiocyanate
130	C005-480-87A	57-09-0		Cetrimonium bromide
131	C004-708-86A	57-10-3		Palmitic acid
132	C004-712-43A	57-11-4		Stearic acid
133	C004-714-81A	57-13-6		Urea
134	C004-673-72A	57-14-7		"1,1-Dimethylhydrazine"
135	C006-033-98A	57-15-8		Chlorbutanol
136	C008-502-75A	57-22-7		Vincristine
137	C005-051-39A	57-30-7		Monosodium salt of 5-ethyl-5-phenylbarbituric acid
138	C005-046-58A	57-39-6		Tris(2-methylaziridin-1-yl)(oxo)-lambda(5)-phosphane
139	C005-020-16A	57-41-0		Phenytoin
140	C006-207-73A	57-44-3		"5,5-Diethylbarbituric acid"
141	C004-810-10A	57-48-7		D-Fructose
142	C012-363-73A	57-53-4		"2-Methyl-2-propylpropane-1,3-diyl dicarbamate"
143	C004-690-50A	57-55-6		"Propane-1,2-diol"
144	C007-200-85A	57-56-7		Semicarbazide
145	C004-711-18A	57-57-8		Propiolactone
146	C005-389-70A	57-63-6		Ethynyl estradiol
147	C005-475-62A	57-66-9		"4-(N,N-Dipropylsulfamoyl)benzoic acid"
148	C006-182-06A	57-67-0		Sulfaguanidine
149	C005-044-76A	57-68-1		Sulfadimidine
150	C010-713-30A	57-71-6		"2,3-butanedione monoxime"
151	C004-727-35A	57-74-9		"1,3,4,7,8,9,10,10-Octachlorotricyclo[5.2.1.0(2,6)]dec-8-ene"
152	C005-067-90A	57-83-0		Progesterone
153	C005-397-46A	57-85-2		3-Oxoandrost-4-en-17beta-yl propionate
154	C006-325-68A	57-87-4		Ergosterol
155	C005-026-63A	57-88-5		Cholesterol
156	C006-268-17A	57-92-1		Streptomycin
157	C008-539-34A	57-96-5		Sulfinpyrazone
158	C004-698-12A	58-08-2		"1,3,7-Trimethyl-1H-purine-2,6(3H,7H)-dione"
159	C005-042-16A	58-14-0		"5-(4-Chlorophenyl)-6-ethylpyrimidine-2,4-diamine"
160	C008-519-72A	58-15-1		"4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one"
161	C005-393-59A	58-18-4		17beta-Hydroxy-17alpha-methylandrost-4-en-3-one
162	C005-393-48A	58-22-0		Testosterone
163	C005-802-27A	58-25-3		"7-Chloro-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-amine 4-oxide"
164	C005-056-95A	58-27-5		Menadione
165	C005-802-38A	58-32-2		Dipyridamole
166	C005-209-16A	58-36-6		10-[(10H-Phenoxarsin-10-yl)oxy]-10H-phenoxarsine
167	C008-536-50A	58-38-8		2-Chloro-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine
168	C005-460-92A	58-39-9		2-{4-[3-(2-Chloro-10H-phenothiazin-10-yl)prop-1-yl]piperazin-1-yl}ethanol
169	C006-325-79A	58-61-7		Adenosine
170	C006-325-80A	58-63-9		Inosine
171	C006-207-84A	58-71-9		"Sodium (6R,7R)-3-[(acetyloxy)methyl]-8-oxo-7-(2-thienylacetamido)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
172	C006-207-95A	58-73-1		N-[2-(Benzhydryloxy)ethyl](dimethyl)amine
173	C010-170-72A	58-74-2		Papaverine
174	C006-034-01A	58-85-5		Biotin
175	C005-555-82A	58-86-6		Xylose
176	C004-664-37A	58-89-9		"r-1,c-2,t-3,c-4,c-5,t-6-Hexachlorocyclohexane"
177	C004-801-64A	58-90-2		"2,3,4,6-Tetrachlorophenol"
178	C005-033-82A	58-93-5		Hydrochlorothiazide
179	C006-034-12A	58-95-7		alpha-tocopheryl acetate
180	C006-325-91A	58-96-8		Uridine
181	C006-034-23A	59-02-9		"(R)-2,5,7,8-Tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]chroman-6-ol"
182	C006-182-39A	59-06-3		Methyl 4-acetamido-2-ethoxybenzoate
183	C006-326-04A	59-14-3		Broxuridine
184	C006-208-08A	59-23-4		Galactose
185	C010-226-17A	59-26-7		Nikethamide
186	C006-034-34A	59-30-3		"N-(4-{[(2-Amino-4-oxo-3,4-dihydropteridin-6-yl)methyl]amino}benzoyl)-L-glutamic acid"
187	C006-182-40A	59-40-5		Sulfaquinoxaline
188	C007-561-65A	59-42-7		(R)-3-[1-Hydroxy-2-(methylamino)ethyl]phenol
189	C006-266-80A	59-43-8		Thiamine
190	C010-303-64A	59-46-1		Procaine
191	C018-010-25A	59-47-2		"3-(o-Tolyloxy)propane-1,2-diol"
192	C010-226-84A	59-49-4		2(3H)-benzoxazolone
193	C004-672-14A	59-50-7		4-Chloro-3-methylphenol
194	C004-744-13A	59-51-8		DL-Methionine
195	C006-266-91A	59-52-9		"2,3-Bis(sulfanyl)propan-1-ol"
196	C006-208-19A	59-66-5		"N-(5-Sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide"
197	C004-819-96A	59-67-6		Nicotinic acid
198	C006-034-45A	59-92-7		"(S)-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid"
199	C008-573-12A	59-96-1		Phenoxybenzamine
200	C007-583-98A	59-98-3		"2-Benzyl-4,5-dihydro-1H-imidazole"
201	C004-741-06A	60-00-4		Ethylenediaminetetraacetic acid
202	C011-161-54A	60-01-5		"Propane-1,2,3-triyl tributyrate"
203	C005-000-54A	60-09-3		4-(Phenyldiazenyl)aniline
204	C004-801-97A	60-11-7		4-dimethylaminoazobenzene
205	C004-745-82A	60-12-8		.beta.-Phenylethylalcohol
206	C006-034-56A	60-18-4		Tyrosine
207	C005-480-98A	60-23-1		2-Aminoethane-1-thiol
208	C004-743-88A	60-24-2		"Ethanol, 2-mercapto-"
209	C011-161-65A	60-25-3		"N1,N1,N1,N6,N6,N6-Hexamethylhexane-1,6-diaminium dichloride"
210	C006-208-31A	60-27-5		2-imino-1-methylimidazolidin-4-one
211	C004-693-67A	60-29-7		"Ethane, 1,1'-oxybis"
212	C006-267-15A	60-32-2		Aminocaproic acid
213	C005-555-93A	60-33-3		Linoleic acid
214	C004-676-90A	60-34-4		Methylhydrazine
215	C004-681-71A	60-35-5		Acetamide
216	C004-727-46A	60-51-5		Dimethoate
217	C006-267-26A	60-54-8		"(4S,4aS,5aS,6S,12aS)-4-(Dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide"
218	C004-731-81A	60-57-1		"rel-(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-Hexachloro-10-oxapentacyclo[6.3.1.1(3,6).0(2,7).0(9,11)]tridec-4-ene"
219	C004-695-49A	60-80-0		Phenazone
220	C006-326-26A	60-92-4		"Adenosine 3',5'-phosphate monohydrate"
221	C008-526-80A	60-99-1		Levomepromazine
222	C006-034-67A	61-19-8		Adenosine 5'-phosphate
223	C012-183-59A	61-24-5		7-(5-amino-5-carboxyvaleramido)cephalosporanic acid
224	C010-606-73A	61-31-4		Sodium naphthalene-1-acetate
225	C006-208-75A	61-56-3		Sultiame
226	C005-481-01A	61-68-7		Mefenamic acid
227	C005-481-12A	61-73-4		"3,7-Bis(dimethylamino)phenothiazin-5-ium chloride"
228	C010-272-14A	61-78-9		4-aminohippuric acid
229	C004-717-98A	61-82-5		"1H-1,2,4-Triazol-5-ylamine"
230	C006-034-78A	61-90-5		L-leucine
231	C004-819-41A	62-23-7		4-Nitrobenzoic acid
232	C006-034-89A	62-33-9		"(OC-6-21)-[[N,N'-Ethylenebis[N-[(carboxy-kappaO)methyl]glycinato-kappaN,kappaO]](4-)]sodium dicalcate(2-)"
233	C004-709-88A	62-38-4		(Acetato-kappaO)(phenyl)mercury
234	C005-009-63A	62-44-2		Phenacetin
235	C006-326-37A	62-46-4		"5-(1,2-Dithiolan-3-yl)pentanoic acid"
236	C010-845-37A	62-51-1		Methacholine chloride
237	C004-660-17A	62-53-3		Aniline
238	C004-756-87A	62-54-4		Calcium diacetate
239	C004-713-45A	62-55-5		Thioacetamide
240	C004-721-99A	62-56-6		Thiourea
241	C010-432-43A	62-57-7		2-Amino-2-methylpropanoic acid
242	C005-481-23A	62-76-0		Disodium oxalate
243	C005-393-82A	63-05-8		"4-Androstene-3,17-dion"
244	C004-671-12A	63-25-2		Carbaryl
245	C006-034-90A	63-37-6		Cytidine 3'-(dihydrogen phosphate)
246	C006-035-03A	63-68-3		L-Methionine
247	C005-420-78A	63-74-1		4-Aminobenzenesulfonamide
248	C010-539-96A	63-84-3		"Tyrosine, 3-hydroxy-"
249	C006-035-14A	63-91-2		L-Phenylalanine
250	C010-200-86A	63-98-9		Phenacemide
251	C004-818-38A	64-02-8		"Tetrasodium 2,2',2'',2'''-(ethylenedinitrilo)tetraacetate"
252	C005-481-34A	64-04-0		Phenethylamine
253	C006-169-04A	64-10-8		Phenylurea
254	C004-663-46A	64-17-5		Ethanol
255	C004-704-99A	64-18-6		Formic acid
256	C004-694-47A	64-19-7		Acetic acid
257	C006-209-11A	64-43-7		Amobarbital sodium
258	C010-844-46A	64-55-1		Mebutamate
259	C006-209-22A	64-65-3		"4-Ethyl-4-methylpiperidine-2,6-dione"
260	C004-712-65A	64-67-5		Diethyl sulfate
261	C005-468-54A	64-77-7		N-(Butylcarbamoyl)-4-methylbenzenesulfonamide
262	C005-244-07A	64-86-8		"(S)-N-(1,2,3,10-Tetramethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide"
263	C006-267-37A	65-23-6		Pyridoxine
264	C009-899-40A	65-29-2		Gallamine triethiodide
265	C005-419-84A	65-45-2		Salicylamide
266	C006-326-71A	65-46-3		Cytidine
267	C008-648-62A	65-49-6		4-aminosalicylic acid
268	C006-209-55A	65-82-7		N-Acetyl-L-methionine
269	C004-669-37A	65-85-0		Benzoic acid
270	C005-481-56A	65-86-1		"2,6-Dioxo-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid"
271	C006-326-93A	66-22-8		Uracil
272	C005-160-23A	66-25-1		n-Capronaldehyde
273	C006-327-17A	66-71-7		"1,10-phenanthroline"
274	C006-035-25A	66-72-8		Pyridoxal
275	C005-232-00A	66-76-2		"4,4'-Dihydroxy-3,3'-methylenedi-2H-chromen-2-one"
276	C006-182-62A	66-79-5		Oxacillin
277	C004-682-84A	66-81-9		Cicloheximide
278	C006-327-39A	67-16-3		"N,N'-[dithiobis[2-(2-hydroxyethyl)-1-methylvinylene]]bis[N-[(4-amino-2-methyl-5-pyrimidinyl)methyl]formamide"
279	C008-497-45A	67-28-7		Nihydrazone
280	C006-035-47A	67-43-6		N-carboxymethyliminobis(ethylenenitrilo)tetra(acetic acid)
281	C005-032-57A	67-45-8		Furazolidone
282	C006-327-40A	67-51-6		"3,5-dimethylpyrazole"
283	C005-465-58A	67-52-7		Barbituric acid
284	C004-664-71A	67-56-1		Methanol
285	C004-711-07A	67-63-0		Propan-2-ol
286	C004-667-77A	67-64-1		Acetone
287	C004-661-75A	67-66-3		Chloroform
288	C004-702-51A	67-68-5		Dimethyl sulfoxide
289	C006-327-51A	67-71-0		Dimethyl sulphone
290	C004-664-15A	67-72-1		Perchloroethane
291	C010-040-79A	67-96-9		Dihydrotachysterol
292	C005-481-78A	67-97-0		Colecalciferol
293	C004-767-26A	68-04-2		Trisodium citrate
294	C004-743-77A	68-11-1		"Acetic acid, mercapto-"
295	C004-702-40A	68-12-2		"N,N-Dimethylformamide"
296	C005-067-67A	68-22-4		Norethisterone
297	C006-035-69A	68-26-8		Retinol
298	C008-988-44A	68-34-8		Toluene-4-sulphonanilide
299	C006-268-28A	68-35-9		4-Amino-N-pyrimidin-2-ylbenzenesulfonamide
300	C008-988-55A	68-36-0		"1,4-bis(trichloromethyl)benzene"
301	C011-614-33A	68-39-3		DL-4-aminoisoxazolidin-3-one
302	C006-268-39A	68-41-7		Cycloserine
303	C008-536-83A	68-88-2		Hydroxyzine
304	C005-397-68A	68-96-2		Hydroxyprogesterone
305	C012-182-57A	69-23-8		Fluphenazine
306	C006-210-05A	69-52-3		"Sodium (2S,5R,6R)-6-[(R)-2-amino-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate"
307	C005-023-78A	69-53-4		"(2S,5R,6R)-6-[(R)-2-Amino-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
308	C017-102-47A	69-57-8		"Sodium (2S,5R,6R)-3,3-dimethyl-7-oxo-6-(2-phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate"
309	C005-388-89A	69-65-8		D-Mannitol
310	C004-711-96A	69-72-7		Salicylic acid
311	C006-267-48A	69-79-4		Maltose
312	C006-210-16A	69-81-8		"2-(3-Hydroxy-1-methyl-6-oxo-1,2,3,6-tetrahydro-5H-indol-5-ylidene)hydrazinecarboxamide"
313	C005-466-27A	69-89-6		Xanthine
314	C007-547-38A	69-91-0		Amino(phenyl)acetic acid
315	C008-501-39A	69-93-2		Uric acid
316	C005-191-79A	70-11-1		2-bromoacetophenone
317	C006-267-59A	70-18-8		L-gamma-Glutamyl-L-cysteinylglycine
318	C010-874-34A	70-26-8		L-ornithine
319	C004-675-09A	70-30-4		Hexachlorophene
320	C005-209-83A	70-34-8		"1-Fluoro-2,4-dinitrobenzene"
321	C006-035-70A	70-47-3		Asparagine
322	C006-035-81A	70-49-5		Mercaptosuccinic acid
323	C004-799-52A	70-55-3		p-Toluenesulfonamide
324	C005-408-90A	70-70-2		4-Hydroxypropiophenone
325	C006-035-92A	71-00-1		L-Histidine
326	C004-710-94A	71-23-8		1-Propanol
327	C006-210-27A	71-27-2		"N,N,N,N',N',N'-Hexamethyl-2,2'-(succinyldioxy)bis(ethylammonium chloride)"
328	C006-327-73A	71-30-7		Cytosine
329	C004-670-10A	71-36-3		1-Butanol
330	C004-709-33A	71-41-0		1-Pentanol
331	C004-660-51A	71-43-2		Benzene
332	C004-840-08A	71-48-7		Cobalt(II) diacetate
333	C004-666-97A	71-55-6		"1,1,1-Trichloroethane"
334	C005-016-82A	71-58-9		Hydroxymethylprogesterone acetate
335	C006-210-38A	71-63-6		"3beta-{[2,6-Dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl]oxy}-14-hydroxy-5beta-card-20(22)-enolide"
336	C006-210-49A	71-67-0		"Disodium 6,6'-dihydroxy-3,3'-(4,5,6,7-tetrabromo-3-oxo-1,3-dihydroisobenzofuran-1,1-diyl)dibenzenesulfonate"
337	C006-210-50A	71-73-8		"Monosodium salt of 5-ethyl-5-(pentan-2-yl)-2-thioxo-1,3-diazinane-4,6-dione"
338	C010-304-55A	71-81-8		Isopropamide iodide
339	C006-036-05A	72-17-3		Sodium 2-hydroxypropanoate
340	C006-036-16A	72-18-4		L-valine
341	C005-802-72A	72-19-5		L-threonine
342	C004-752-56A	72-20-8		"rel-(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-Hexachloro-10-oxapentacyclo[6.3.1.1(3,6).0(2,7).0(9,11)]tridec-4-ene"
343	C005-390-53A	72-33-3		Mestranol
344	C008-524-53A	72-44-6		Methaqualone
345	C009-957-26A	72-48-0		"1,2-Dihydroxy-9,10-anthraquinone"
346	C010-521-42A	72-69-5		Nortriptyline
347	C008-538-65A	72-80-0		Chlorquinaldol
348	C006-837-32A	72-87-7		"D-Glucopyranose, 2-(acetylamino)-2-deoxy-"
349	C005-469-78A	73-22-3		L-Tryptophan
350	C008-516-87A	73-24-5		Adenine
351	C006-036-27A	73-32-5		L-isoleucine
352	C006-036-38A	73-40-5		"2-Amino-1,9-dihydro-6H-purin-6-one"
353	C007-582-30A	73-63-2		1-Phenyl-3-piperidinopropan-1-one
354	C004-706-71A	74-11-3		p-Chlorobenzoic acid
355	C004-764-08A	74-31-7		Diphenyl-p-phenylenediamine
356	C007-538-71A	74-55-5		Ethambutol
357	C006-036-49A	74-79-3		Arginine
358	C004-687-51A	74-82-8		Methane
359	C004-669-93A	74-83-9		Bromomethane
360	C004-685-02A	74-84-0		Ethane
361	C004-703-97A	74-85-1		Ethene
362	C004-667-99A	74-86-2		Ethyne
363	C004-699-36A	74-87-3		Methyl chloride
364	C004-707-39A	74-88-4		Methyl iodide
365	C004-676-78A	74-89-5		Methylamine
366	C004-705-68A	74-90-8		Hydrogen cyanide
367	C004-688-31A	74-93-1		Methanethiol
368	C006-036-50A	74-94-2		Dimethylamine--borane (1:1)
369	C004-693-56A	74-95-3		"Methane, dibromo-"
370	C004-781-64A	74-96-4		"Ethane, bromo-"
371	C004-697-09A	74-97-5		Bromo(chloro)methane
372	C004-690-38A	74-98-6		Propane
373	C004-711-63A	74-99-7		Methylacetylene
374	C004-672-25A	75-00-3		Ethyl chloride
375	C004-667-22A	75-01-4		"Ethene, chloro-"
376	C004-715-16A	75-02-5		"Ethene, fluoro-"
377	C004-704-33A	75-03-6		Iodoethane
378	C004-674-30A	75-04-7		Ethanamine
379	C004-667-88A	75-05-8		Acetonitrile
380	C004-659-90A	75-07-0		Acetaldehyde
381	C004-703-42A	75-08-1		Ethanethiol
382	C004-664-82A	75-09-2		Dichloromethane
383	C011-187-07A	75-11-6		Diiodomethane
384	C004-741-51A	75-12-7		Formamide
385	C004-661-20A	75-15-0		Carbon disulfide
386	C004-740-37A	75-18-3		Dimethyl sulfide
387	C005-158-59A	75-19-4		Cyclopropane
388	C004-698-23A	75-20-7		Calcium acetylide
389	C004-674-52A	75-21-8		Oxirane
390	C006-328-20A	75-23-0		(T-4)-(Ethanamine)(trifluoro)boron
391	C004-911-50A	75-24-1		Trimethylaluminum
392	C004-669-82A	75-25-2		Bromoform
393	C005-217-15A	75-26-3		2-Bromopropane
394	C004-742-31A	75-28-5		"Propane, 2-methyl-"
395	C005-181-87A	75-29-6		"Propane, 2-chloro-"
396	C004-743-00A	75-31-0		2-Propanamine
397	C005-218-28A	75-33-2		Propane-2-thiol
398	C004-683-31A	75-34-3		"1,1-Dichloroethane"
399	C004-667-33A	75-35-4		"Ethene, 1,1-dichloro-"
400	C004-679-63A	75-36-5		Acetyl chloride
