No.	CHRIP_ID	CAS RN	CAS Identity	Chemical Substance Name
108	C008-361-28A	68664-06-2		Polymer of diphenyl methylphosphonate / 4,4'-(isopropylidene)diphenol
109	C008-443-20A	69089-35-6	(※1)	Cesium salt of phosphoric acid
110	C007-715-99A	71048-82-3		(E)-1-[rel-(1R,2S)-2,6,6-Trimethyl-3-cyclohexen-1-yl]-but-2-en-1-one
111	C008-420-73A	71938-45-9		2-[(4-Methylpentan-2-ylidene)amino]ethyl methacrylate
112	C007-031-11A	72869-85-3		Hydrogen bis(4,5-di-tert-butyl-2-oxido-kappaO-benzoato-kappaO)chromate(1-)
113	C008-424-37A	72903-27-6		Diethyl cyclohexane-1,4-dicarboxylate
114	C008-294-63A	73612-29-0		Strontium 3-hydroxy-4-[(4-methyl-2-sulfonatophenyl)diazenyl]-2-naphthoate
115	C005-374-33A	77226-90-5	(※1)	Polymer of diphenyl carbonate / diphenyl methylphosphonate / 4,4'-(propane-2,2-diyl)diphenol
116	C016-235-52A	78352-82-6		Bis(oxiran-2-ylmethyl) 8,13-dimethylicosa-8,12-dienedioate
117	C008-309-82A	79964-12-8		But-3-en-1-yl methacrylate
118	C021-261-09A	81786-75-6		3,5,6,6-tetramethyl-4-methyleneheptan-2-one
119	C007-618-91A	81984-60-3	(※1)	alpha-[2-(Methacryloyloxy)ethyl]-omega-hydroxypoly[oxy(1-oxohexane-1,6-diyl)]
120	C008-180-35A	82617-81-0		Bismuth(3+) trimethanesulfonate
121	C008-306-64A	82985-35-1		3-(Trimethoxysilyl)-N-[3-(trimethoxysilyl)propyl]-propan-1-amine
122	C016-274-29A	83016-70-0		2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethanol
123	C028-883-75A	84656-75-7		trans-4-Propyl-trans-4'-p-tolyl-1,1'-bi(cyclohexane)
124	C008-046-19A	92263-41-7		trans-4-Pentyl-trans-4'-propyl-1,1'-bi(cyclohexane)
125	C008-352-61A	93925-38-3	(※1)	Reaction product of methyl acrylate and mixed O,O-bis(isobutyl and pentyl(linear and branched)) phosphorodithioates
126	C022-529-44A	93983-17-6		2,2'-Diethyl-2,2'-{[2-ethyl-2-(hydroxymethyl)propane-1,3-diyl]bis(oxymethylene)}bis(propane-1,3-diol)
127	C029-120-56A	95654-84-5	(※1)	Copolymer of acrylic acid / isopropenylbenzene / 2-ethylhexyl acrylate / styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)
128	C008-067-40A	96043-21-9	(※1)	Polymer of formaldehyde / 2-hydroxybenzaldehyde / phenol
129	C008-340-53A	96383-55-0		3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl 2-chloroacrylate
130	C016-385-73A	97380-52-4	(※1)	2-(2-Ethoxyethoxy)ethyl ester of polymer of acrylic acid / isopropenylbenzene / styrene
131	C006-124-46A	99129-21-2		2-[(1E)-N-{[(2E)-3-Chloroprop-2-en-1-yl]oxy}propanimidoyl]-5-[2-(ethylsulfanyl)propyl]-3-hydroxycyclohex-2-en-1-one
132	C007-942-78A	99627-05-1		3,4,5-Trifluorophenol
133	C027-427-41A	99728-16-2		(Z)-1-Chloro-3,3,3-trifluoroprop-1-ene
134	C027-536-13A	102931-44-2	(※1)	Polymer of azepan-2-one / bis(4-isocyanatophenyl)methane / decanedioic acid / 1,3-dioxo-1,3-dihydroisobenzofuran-5-carboxylic acid
135	C025-687-81A	103115-52-2	(※1)	Calcium salt of polymer of 2-acrylamido-2-methylpropane-1-sulfonic acid / N,N-dimethylacrylamide
136	C008-031-61A	107898-54-4	(※1)	3,3-Dimethyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-2-ol
137	C008-278-76A	109084-60-8		2,2-Dimethoxy-1-[3-(trimethoxysilyl)propyl]-1,2-azasilolidine
138	C008-473-18A	113486-29-6		3-Methylnonane-2,4-dione
139	C008-218-45A	115258-10-1		N-(3-{1,1,1,5,5,5-Hexamethyl-3-[(trimethylsilyl)oxy]trisiloxan-3-yl}propyl)acrylamide
140	C008-473-85A	116963-84-9		Lithium 10-(octadecylamino)-10-oxodecanoate
141	C008-298-27A	117713-15-2		4-Methyl-4'-propylbiphenyl
142	C008-012-89A	118452-04-3		Methyl 2-amino-1,3-thiazole-5-carboxylate
143	C008-167-44A	121246-28-4		N,N',N''-Tris{4-[(5-methylhexan-2-yl)amino]phenyl}-1,3,5-triazine-2,4,6-triamine
144	C008-025-99A	122431-37-2		1-Methyl-3-(trifluoromethyl)-1H-pyrazol-5-ol
145	C008-149-86A	123560-47-4		4-Ethoxy-2,3-difluoro-4'-(trans-4-pentylcyclohexyl)biphenyl
146	C008-264-64A	123560-52-1		trans-4-[(4-Ethoxy-2,3-difluorophenoxy)methyl]-trans-4'-propyl-1,1'-bi(cyclohexane)
147	C008-420-39A	124222-05-5		4-Methylene-1,3-dioxolan-2-one
148	C008-327-06A	128276-52-8		(4,6-Dimethoxypyrimidin-2-yl)acetonitrile
149	C007-981-34A	132123-39-8		3,4,5-Trifluoro-4'-(trans-4-propylcyclohexyl)biphenyl
150	C008-064-99A	132655-68-6		8-Methoxy-8-phenylnonanoic acid
151	C029-495-60A	132900-75-5		2-Methyl-1,4-phenylene bis{4-[4-(acryloyloxy)butoxy]benzoate}
152	C005-345-47A	136040-19-2		Triphenylmethylium tetrakis(pentafluorophenyl)borate(1-)
153	C008-135-96A	138636-85-8		Ester of 6-diazo-5-oxo-5,6-dihydronaphthalene-1-sulfonic acid  with 4,4',4''-ethylidynetriphenol
154	C031-327-76A	142712-97-8		Polyaddition products of oxirane / 2,2'-[9H-fluorene-9,9-diylbis(4,1-phenyleneoxy)]diethanol
155	C008-391-27A	149935-01-3	(※1)	Polymer of 1,1-difluoroethene / ethene / 1,1,2,3,3,3-hexafluoroprop-1-ene / 1,1,2,2-tetrafluoroethene / 1,1,2-trifluoro-2-(trifluoromethoxy)ethene
156	C016-662-51A	153857-77-3		Hydroxy-terminated polymer of isoprene
157	C022-960-22A	161838-87-5		1,1,1-Trimethoxyoctane
158	C008-118-63A	165108-64-5		4-Propyl-1,3,2-dioxathiolane 2,2-dioxide
159	C008-369-13A	167972-59-0	(※1)	Glycidyl ether of polymer of formaldehyde / phenol / m-xylene
160	C008-306-31A	174063-87-7		2-Methyl-1,4-phenylene bis{4-[3-(acryloyloxy)propoxy]benzoate}
161	C008-165-40A	176969-34-9		3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid
162	C030-238-83A	185529-22-0	(※1)	2,2'-Dimethyl-2,2'-diazenediyldibutanenitrile initiated polymer of butyl acrylate / 3-[dimethoxy(methyl)silyl]propyl methacrylate / methyl methacrylate / octadecyl methacrylate
163	C029-227-21A	189750-98-9		4-Ethoxy-2,3-difluoro-4'-(trans-4-propylcyclohexyl)biphenyl
164	C008-291-89A	194934-43-5		2-[3-(Dibenzylamino)allylidene]malononitrile
165	C008-448-75A	194934-66-2		(S,E)-3,7,11-Trimethyldodeca-6,10-dienal
166	C008-477-49A	198694-39-2	(※1)	Polymer of 1-chloro-1,2,2-trifluoroethene / cyclohexyl acrylate / trimethoxy(vinyl)silane
167	C008-440-35A	215917-77-4		2'-(3-Phenylureido)benzenesulfonanilide
168	C008-367-97A	220833-13-6		Polymer of 2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid / 2,2-dimethylpropane-1,3-diol / nonanedioic acid / oxiran-2-ylmethyl neodecanoate / phthalic anhydride
169	C008-140-22A	222529-65-9		6,6',6''-(1,3,5-Triazine-2,4,6-triyl)tris[3-(hexyloxy)-2-methylphenol]
170	C026-091-94A	236408-49-4		(4-tert-Butylphenyl)(triphenyl)phosphonium chloride
171	C008-390-58A	256374-76-2		N,N'-Bis(5,5-dimethyl-2-oxo-1,3,2lambda(5)-dioxaphosphorinan-2-yl)ethane-1,2-diamine
172	C008-068-19A	279246-65-0		trans-4-[(E)-Prop-1-en-1-yl]-trans-4'-propyl-1,1'-bi(cyclohexane)
173	C008-380-99A	298682-51-6		4-(4-Oxo-4H-3,1-benzoxazin-2-yl)phenyl acetate
174	C008-101-66A	303186-36-9		4-[Difluoro(3,4,5-trifluorophenoxy)methyl]-2',3,5-trifluoro-4''-propyl-1,1':4',1''-terphenyl
175	C008-281-75A	323178-03-6		4-Butoxy-2,3-difluoro-4'-(trans-4-propylcyclohexyl)biphenyl
176	C008-012-23A	325155-92-8		Methyl (5-acetyl-2-chlorobenzyl)carbamate
177	C008-099-76A	328006-30-0	(※1)	Reaction product of (polymer of 2,2'-diamino-4,4'-(hexafluoropropane-2,2-diyl)diphenol / 3,3'-diaminobiphenyl-4,4'-diol / 4,4'-oxydibenzoic acid) and rel-(3aR,4S,7R,7aS)-4,7-methanoisobenzofuran-3a,4,7,7a-tetrahydro-1,3-dione
178	C008-284-37A	366015-98-7	(※1)	Methoxy terminated (siloxanes and silicones) having (3-[(2-aminoethyl)amino]propyl methoxy) and (methoxy propyl) substitutents
179	C008-114-32A	385786-33-4	(※1)	Reaction product of 2,2'-diallyl-4,4'-(propane-2,2-diyl)diphenol and hydrogen-terminated dimethyl(siloxanes and silicones)
180	C026-091-38A	409325-06-0		3-Phenoxybenzyl acrylate
181	C030-450-81A	439090-30-9	(※1)	2,2'-Dimethyl-2,2'-diazenediyldibutanenitrile initiated polymer of butyl acrylate / methyl methacrylate / octadecyl methacrylate / 3-(trimethoxysilyl)propyl methacrylate
182	C008-278-10A	442912-78-9		2,3-Difluoro-4-propoxy-4'-(trans-4-propylcyclohexyl)biphenyl
183	C008-317-70A	521065-36-1		Lithium (OC-6-22)-tetrafluorido(oxalato-kappa(2)O(1),O(2))phosphate(1-)
184	C008-065-02A	543724-31-8		3-(Dodecylsulfanyl)-1-(2,6,6-trimethylcyclohex-3-en-1-yl)butan-1-one
185	C016-952-05A	613222-52-9		Hexane-1,6-diylbis[azanylylidene(2,2-dimethylpropan-1-yl-3-ylidene)] dodecanoate
186	C008-402-93A	627034-93-9		2-Ethoxyethyl ethyl carbonate
187	C008-316-34A	678966-16-0		Lithium bis[ethanedioato(2-)-kappaO1,kappaO2]difluorophosphate(1-)
188	C029-170-17A	728018-63-1		Mixture of [chlorination and bromination produts of (phthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32))Zinc(II)] and [bromination products of (phthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32))Zinc(II)] (containing at least one bromine atom only)
189	C008-279-12A	869214-64-2	(※1)	Polymer of 2,3-epoxypropyl methacrylate / octahydro-1H-4,7-methanoinden-5-yl methacrylate / styrene, ester with acrylic acid and succinic acid
190	C008-264-53A	875468-55-6		trans-4-[(4-Ethoxy-2,3-difluorophenoxy)methyl]-trans-4'-ethyl-1,1'-bi(cyclohexane)
191	C008-288-24A	875468-59-0		1-Ethoxy-2,3-difluoro-4-[(trans-4-propylcyclohexyl)methoxy]benzene
192	C008-413-21A	896125-39-6	(※1)	Polymer of 1-chloro-2,3-epoxypropane / 3,3',5,5'-tetramethylbiphenyl-4,4'-diol / 4,4'-(3,3,5-trimethylcyclohexane-1,1-diyl)diphenol
193	C027-421-61A	916887-53-1		Cyclohexylidene(o-tolyl)acetonitrile
194	C008-360-15A	918825-38-4	(※1)	Polymer of 4,4'-bis(chloromethyl)biphenyl / phenol / resorcinol
195	C008-473-96A	921213-77-6	(※1)	Maleated polymer of alkylene(C=36)diamine / benzene-1,2,4,5-tetracarboxylic 1,2:4,5-dianhydride
196	C008-156-49A	929709-58-0	(※1)	Reaction product of monovinyl terminated dimethyl(siloxanes and silicones) and 3-(trimethoxysilyl)propyl 2-methyl-3-(2,4,6,6,8-pentamethylcyclotetrasiloxane-2-yl)propanoate
197	C016-941-44A	932742-30-8		3-{[3-({[3-(Dodecanoyloxy)-2,2-dimethylpropylidene]amino}methyl)-3,5,5-trimethylcyclohexyl]imino}-2,2-dimethylpropyl dodecanoate
198	C008-211-41A	934557-66-1		6,6'-(9H-Fluorene-9,9-diyl)bis(naphthalen-2-ol)
199	C008-416-05A	951242-61-8		2,2,2-Trifluoroethyl (S)-(1-cyano-2-methylpropyl)carbamate
200	C026-093-21A	1025881-99-5		6-Methylheptyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate
201	C008-293-61A	1071838-81-7		Bis{1-[amino(imino-kappaN)methyl]urea-kappaO}copper(2+) dinitrate
202	C008-310-09A	1083086-53-6		(Z)-N-Hydroxy-(1-methyl-1H-tetrazol-5-yl)(phenyl)methanimine
203	C025-734-40A	1167983-30-3	(※1)	2-Hydroxy-3-(methacryloyloxy)propyl ester of polymer of acrylic acid / benzyl methacrylate / dimethyl 2,2'-[oxybis(methylene)]diacrylate / methyl methacrylate
204	C008-416-16A	1187440-14-7	(※1)	Fluorinated reduced polymerized oxidized tetrafluoroethene
205	C025-758-11A	1187571-02-3		Reaction products of boric acid (H3BO3), coconut oil and 2,2'-iminodiethanol
206	C008-317-25A	1189335-82-7	(※1)	Lithium sodium salt of 2,2',2'',2'''-[piperazine-1,4-diylbis(1,3,5-triazine-6,2,4-triylbis{imino[2-methyl-5-(3-sulfopropoxy)-4,1-phenylene]diazene-2,1-diyl})]tetrakis{5-[(4-sulfophenyl)diazenyl]benzenesulfonic acid}
207	C008-393-21A	1208261-78-2	(※1)	(Ethanol and 2-hydroxy-3-phenoxypropyl acrylate) blocked polymer of 2,4-diisocyanatotoluene / hydroxy terminated hydrogenated polybutadiene
208	C008-290-65A	1220250-46-3	(※1)	1,3-dioxoisobenzofuran-5-carboxylic acid terminated polymer of cyclohexane-1,4-dicarboxylic acid
209	C008-274-67A	1226799-20-7		2-Ethyl-2,3-dihydrothieno[3,4-b][1,4]dioxine
210	C008-275-92A	1239053-49-6	(※1)	Polymer of 2-(chloromethyl)oxirane / 2,2'-dimethyl-4,4'-(9H-fluorene-9,9-diyl)diphenol / 4,4'-(1-phenylethane-1,1-diyl)diphenol / 3,3',5,5'-tetramethylbiphenyl-4,4'-diol
211	C008-287-33A	1241975-40-5	(※1)	Polymer of dimethyl isophthalate / dimethyl naphthalene-2,6-dicarboxylate / ethylene glycol / alpha,alpha'-[propane-2,2-diylbis(4,1-phenylene)]bis[omega-hydroxypoly(oxyethylene)] / sodium 3,5-bis(methoxycarbonyl)benzenesulfonate
212	C008-302-55A	1242095-42-6	(※1)	Reaction product of (polymer of biphenyl-4,4'-diol / 2,2'-diamino-4,4'-(hexafluoropropane-2,2-diyl)diphenol / 4,4'-oxydibenzoic acid / 3,3',5,5'-tetrakis(methoxymethyl)biphenyl-4,4'-diol / tricyclo[5.2.1.0(2,6)]decanedicarboxylic acid) and 4-oxatricyclo[5.2.1.0(2,6)]dec-8-ene-3,5-dione
213	C008-352-50A	1256795-33-1	(※1)	Telomer of butyl acrylate / dodecyl methacrylate / methyl methacrylate / tridecyl methacrylate, 3-(trimethoxysilyl)propane-1-thiol / 3-(trimethoxysilyl)propyl methacrylate
214	C008-370-30A	1263199-75-2		2,2-Dioxo-1,2lambda(6)-oxathiolan-4-yl acetate
215	C008-332-21A	1265979-58-5	(※1)	Ester of acrylic acid and (2-hydroxy-3-(methacryloyloxy)propyl ester of polymer of [5,5'-biisobenzofuran]-1,1',3,3'-tetrone / pentaerythritol)
216	C008-322-17A	1293912-36-3	(※1)	Telomer of butyl acrylate / 2-(dimethylamino)ethyl methacrylate / 2,6-diethyl-2,3,6-trimethyl-1-(1-phenylethoxy)piperidin-4-one
217	C008-281-20A	1326258-09-6	(※1)	Bis(4-tert-butylphenyl) ester of polymer of biphenyl-4,4'-diol / 2,2'-dimethyl-4,4'-propane-2,2-diyldiphenol / phosgene
218	C008-389-86A	1370344-30-1	(※1)	(8-{[(Acetyloxy)imino][2-(2,2,3,3-tetrafluoropropoxy)phenyl]methyl}-11-(2-ethylhexyl)-11H-benzo[a]carbazol-5-yl)(mesityl)methanone
219	C026-052-27A	1384165-12-1		Reaction products of boric acid (H3BO3) and 2-hexadecyloxirane
220	C008-414-90A	1393134-08-1	(※1)	Polymer of butyl acrylate / methacrylic acid / methyl methacrylate / styrene / triethoxy(vinyl)silane
221	C008-467-68A	1412938-13-6	(※1)	Polymer of 2-hydroxy-4-[(4-vinylbenzyl)oxy]benzoic acid / styrene
222	C008-438-38A	1415044-03-9	(※1)	Sodium salt of hydrolyzed polymer of 1,1,2,2-tetrafluoroethene / 1,1,2,2-tetrafluoro-2-[(1,2,2-trifluorovinyl)oxy]ethanesulfonyl fluoride
223	C008-431-12A	1415803-72-3	(※1)	Mono(3-{tris[3-(trimethoxysilyl)propyl]silyl}propyl) ether of fluorinated-reduced 2,2,3,3-tetrafluorooxetane homopolymer
224	C008-425-73A	1422364-27-9	(※1)	3-{Tris[3-(trimethoxysilyl)propyl]silyl}propyl ether of oxidized-polymerized-fluorinated-reduced 1,1,2,2-tetrafluoroethene
225	C008-406-57A	1422530-57-1	(※1)	Hydrolysis products of bis[3-(triethoxysilyl)propyl]polysulfides and (ethoxy terminated siloxanes having (ethoxy 3-sulfanylpropyl) and (ethoxy octyl) substitutents)
226	C008-463-04A	1439377-33-9	(※1)	N-Propionyl derivative of 1,3,5-triazine-2,4,6-triamine
227	C008-448-86A	1448254-13-4	(※1)	Reaction product of (amide of polyethylenepolyamines and tall oil fatty acid) and (monopolyisobutylene derivatives of succinic anhydride)
228	C025-720-05A	1452582-00-1	(※1)	Polymer of benzyl methacrylate / butyl methacrylate / 2-ethylhexyl methacrylate / methyl methacrylate
229	C029-391-57A	1482217-03-7		Bis{2-[4-(4,6-diphenyl-1,3,5-triazin-2-yl)-3-hydroxyphenoxy]ethyl} dodecanedioate
230	C008-479-10A	1610409-86-3	(※1)	Polymer of cyclohexyl acrylate / N,N-dimethylacrylamide / 2-hydroxyethyl acrylate / 2-hydroxyethyl methacrylate
231	C025-722-21A	1632480-98-8	(※1)	Polymer of ethylene glycol / 2-methyloxirane / phosphoric trichloride
232	C025-714-55A	1786395-32-1	(※1)	Polymer of acrylonitrile / butyl acrylate / ethyl acrylate / ethyl methacrylate / oxiran-2-ylmethyl methacrylate / styrene
233	C003-659-06A	-		4-(Hexylsulfanyl)aniline
234	C004-485-04A	-		Reaction products of acrylic acid and 4,4'-bis(2,3-epoxypropoxy)oxydiphenyl, which consists of 3-{4-[4-(2,3-epoxypropoxy)phenyloxy]phenyloxy}-2-hydroxypropyl acrylate as a major component
