"(+)-bornan-2-one"	"207-355-2"	"464-49-3"	"100.006.688"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"20-08-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24627"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.006.688"	
"(+)-L-arginine hydrochloride"	"214-275-1"	"1119-34-2"	"100.012.978"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"17-05-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/11919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.012.978"	
"(+)-L-arginine hydrochloride"	"214-275-1"	"1119-34-2"	"100.012.978"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"30-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24339"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.012.978"	
"(+)-menthol"	"239-387-8"	"15356-60-2"	"100.035.791"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"13-10-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/12128"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.035.791"	
"(+)-neomenthol"	"218-691-4"	"2216-52-6"	"100.016.993"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"29-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25394"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.016.993"	
"(+)-tartaric acid"	"201-766-0"	"87-69-4"	"100.001.606"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10000 to < 100000 tonnes"	"10000"	"100000"	"04-02-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/15126"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.606"	
"(+)-tartaric acid"	"201-766-0"	"87-69-4"	"100.001.606"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"14-05-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/28340"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.606"	
"(+-)-(3aRS,5aSR,9aSR,9bSR)-3a,6,6,9a-Tetramethyldodecahydronaphtho[2,1-b]furan"	"948-069-4"	"-"	"100.261.163"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"11-05-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25358"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.261.163"	
"(+-)-2,4-dihydro-4-[4-[4-(4-methoxyphenyl)-1-piperazinyl]phenyl]-2-(1-methylpropyl)-3H-1,2,4-triazol-3-one"	"607-685-0"	"252964-68-4"	"100.117.958"	"Cease Manufacture"	"FULL"	"JOINT_SUBMISSION"	"Cease manufacture"	"29-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25822"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.117.958"	
"(+-)-3-(2-chloroethyl)-6,7,8,9-tetrahydro-9-hydroxy-2- methyl-4H-pyrido[1,2-a]pyrimidin-4-one"	"451-680-4"	"-"	"100.104.309"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"08-08-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/20038"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.309"	
"(+/-) 2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazole-1-yl)propyl-1,1,2,2-tetrafluoroethylether"	"407-760-6"	"112281-77-3"	"100.100.923"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4030"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.923"	
"(+/-) tetrahydrofurfuryl (R)-2-[4-(6-chloroquinoxalin-2-yloxy)phenyloxy]propionate"	"414-200-4"	"200509-41-7"	"100.101.332"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9943"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.332"	
"(+/-) trans-3,3-dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol"	"411-580-3"	"107898-54-4"	"100.101.101"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9692"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.101"	
"(+/-) trans-3,3-dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol"	"411-580-3"	"107898-54-4"	"100.101.101"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 tonnes"	"10"	"31-05-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/13419"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.101"	
"(+/-)-(R*,R*)-6-fluoro-3,4-dihydro-2-oxiranyl-2H-1-benzopyran;6-fluoro-2-(2-oxiranyl)chromane"	"419-620-1"	"-"	"100.101.836"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9175"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.836"	
"(+/-)-(R*,S*)-6-fluoro-3,4-dihydro-2-oxiranyl-2H-1-benzopyran"	"419-630-6"	"793669-26-8"	"100.101.837"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"18-08-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9179"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.837"	
"(+/-)-2,3-dihydro-2-hydroxy-3,3-dimethylbenzofuran-5-ylethanesulfonate"	"402-720-4"	"134144-37-9"	"100.100.451"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/5005"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.451"	
"(+/-)-2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propan-1-ol"	"413-570-4"	"112281-82-0"	"100.101.278"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"14-06-2011"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/12912"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.278"	
"(+/-)-4-[2-[[3-(4-hydroxyphenyl)-1-methylpropyl]amino]-1-hydroxyethyl]phenol hydrochloride"	"415-170-5"	"90274-24-1"	"100.101.418"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9325"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.418"	
"(+/-)-[(R*,R*)and(R*,S*)]-6-fluoro-3,4-dihydro-2-oxiranyl-2H-1-benzopyran"	"419-600-2"	"99199-90-3"	"100.101.834"	"Cease Manufacture"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Cease manufacture"	"12-09-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4101"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.834"	
"(+/-)-[(R*,R*)and(R*,S*)]-6-fluoro-3,4-dihydro-2-oxiranyl-2H-1-benzopyran"	"419-600-2"	"99199-90-3"	"100.101.834"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"30-01-2014"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/7989"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.834"	
"(+/-)-cis-3-acetoxy-4-phenylazetidine-2-one"	"425-840-9"	"133066-59-8"	"100.102.430"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3695"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.430"	
"(+/-)-trans-4-(4-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine"	"415-550-0"	"109887-53-8"	"100.101.454"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4365"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.454"	
"(+/-)-trans-methyl[2-(methylamino)cyclohexyl]amine"	"614-082-6"	"67579-81-1"	"100.120.282"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"09-03-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23000"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.120.282"	
"(+/-)-α-[(2-acetyl-5-methylphenyl)-amino]-2,6-dichlorobenzene-aceto-nitrile"	"419-290-9"	"780757-44-0"	"100.101.805"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"17-08-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9918"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.805"	
"(-)(3S,4R)-4-(4-fluorophenyl)-3-(3,4-methylenedioxy-phenoxymethyl)-N-benzylpiperidine hydrochloride"	"432-360-3"	"105813-13-6"	"100.103.062"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4886"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.103.062"	
"(-)-(2S)-1-Isopropoxy-1-oxo-2-propanyl pivalate"	"941-167-8"	"1584709-99-8"	"100.234.223"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"14-12-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21514"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.234.223"	
"(-)-(R,R)-6-fluoro-3,4-dihydro-2-(2-oxiranyl)-2H-1-benzopyran and (-)-(R,S)-6-fluoro-3,4-dihydro-2-(2-oxiranyl)-2H-1-benzopyran"	"930-890-4"	"-"	"100.140.303"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"03-06-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/29317"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.140.303"	
"(-)-1β-2(2´-Diethoxy-carbonyl-ethyl)-1α-ethyl-1,2,3,4,6,7,12,12b-α-octahydro-indolo[2,3-a]quinolizin"	"603-912-2"	"135266-72-7"	"100.121.372"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"19-03-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23172"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.121.372"	
"(-)-3,7-dimethyloct-6-en-1-ol"	"231-415-7"	"7540-51-4"	"100.028.560"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"30-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25600"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.028.560"	
"(-)-3,7-dimethyloct-6-enyl acetate"	"266-767-0"	"67601-05-2"	"100.060.679"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"30-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25684"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.060.679"	
"(-)-Di-p-anisoyl-L-tartaric Acid"	"672-585-6"	"50583-51-2"	"100.198.123"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"25-11-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/30169"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.198.123"	
"(-)-pin-2(10)-ene"	"242-060-2"	"18172-67-3"	"100.038.222"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10000 to < 100000 tonnes"	"10000"	"100000"	"15-03-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/15934"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.038.222"	
"(-)-tartaric acid"	"205-695-6"	"147-71-7"	"100.005.178"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"23-07-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/17277"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.005.178"	
"(-)-trans-4-(4'-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine"	"406-030-4"	"105812-81-5"	"100.100.756"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"04-06-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/1808"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.756"	
"(-)-trans-4-(4'-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine"	"406-030-4"	"105812-81-5"	"100.100.756"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"30-03-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/8485"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.756"	
"(-)-trans-4-(4'-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine"	"406-030-4"	"105812-81-5"	"100.100.756"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"20-12-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/7821"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.756"	
"(-)-trans-4-(4'-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine"	"406-030-4"	"105812-81-5"	"100.100.756"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"28-04-2016"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/17262"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.756"	
"(1,1'-bis(diphenylphosphino)ferrocene)dichloropalladium"	"460-040-3"	"72287-26-4"	"100.104.678"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/2390"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.678"	
"(1,1,3,3-tetramethyldisiloxane-1,3-diyl)dipropane-1,3-diyl dimethacrylate"	"242-419-3"	"18547-93-8"	"100.038.548"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 0 to < 10 tonnes"	"0"	"10"	"04-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24123"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.038.548"	
"(1,2-dimethylpropyl)-5-methyl-pyrazole-4-carboxylic acid"	"846-828-3"	"1872341-39-3"	"100.283.909"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"11-12-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/30198"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.283.909"	
"(1,2-dioxoethylene)bis(iminoethylene) bis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]"	"274-572-7"	"70331-94-1"	"100.067.771"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"31-12-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/17394"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.067.771"	
"(1,4,5,6-tetrahydro-4,6-dioxopyrimidin-2-yl)cyanamide"	"259-467-6"	"55067-10-2"	"100.054.043"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"03-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23973"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.054.043"	
"(1,5-cyclooctadiene)(2,4-pentanedionato)rhodium(I)"	"456-980-9"	"12245-39-5"	"100.104.533"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3130"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.533"	
"(1-3)PEPTIDE"	"427-530-9"	"-"	"100.102.596"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9517"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.596"	
"(1-[2-[5-METHYL-3-(TRIFLUOROMETHYL)-1H-PYRAZOL-1-YL]ACETYL]-4-HETEROMONOCYCLECARBOTHIOAMIDE)"	"695-744-1"	"1003319-95-6"	"100.224.443"	"Active"	"FULL"	"INDIVIDUAL_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"10-07-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/20193"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.224.443"	
"(1-chlorocyclohexyl) cyclohexyl ketone"	"280-893-3"	"83803-75-2"	"100.073.519"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"08-06-2016"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/17659"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.073.519"	
"(1-ethoxyethoxy)cyclododecane"	"446-240-3"	"-"	"100.104.054"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 tonnes"	"1"	"03-08-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/27298"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.054"	
"(1-ethoxyethoxy)cyclododecane"	"446-240-3"	"-"	"100.104.054"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9254"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.054"	
"(1-hydroxydodecylidene)diphosphonic acid"	"425-230-2"	"16610-63-2"	"100.102.369"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3162"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.369"	
"(1-hydroxyethane-1,1-diyl)bis(phosphonic acid), compound with 2-aminoethanol (1:?)"	"814-283-0"	"42220-47-3"	"100.247.374"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"23-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25278"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.247.374"	
"(1-hydroxyethylidene)bisphosphonic acid, potassium salt"	"267-956-0"	"67953-76-8"	"100.061.760"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"24-03-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/2191"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.061.760"	
"(1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)] diacrylate"	"256-032-2"	"42978-66-5"	"100.050.921"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10000 to < 100000 tonnes"	"10000"	"100000"	"29-03-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/15153"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.050.921"	
"(1-methylethyl)-1,1'-biphenyl"	"247-156-8"	"25640-78-2"	"100.042.855"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 0 to < 10 tonnes"	"0"	"10"	"26-09-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/10021"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.042.855"	
"(1-methylethylidene)bis(4,1-phenyleneoxy-3,1-propanediyl) bismethacrylate"	"248-607-1"	"27689-12-9"	"100.044.173"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"03-12-2015"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/16429"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.044.173"	
"(1-methylethylidene)di-4,1-phenylenetetraphenyl diphosphate"	"425-220-8"	"5945-33-5"	"100.102.368"	"Active"	"FULL"	"INDIVIDUAL_SUBMISSION"	"≥ 1000 to < 10000 tonnes"	"1000"	"10000"	"13-01-2016"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/6592"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.368"	
"(1-methylethylidene)di-4,1-phenylenetetraphenyl diphosphate"	"425-220-8"	"5945-33-5"	"100.102.368"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1000 to < 10000 tonnes"	"1000"	"10000"	"01-07-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/5460"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.368"	
"(1-methylethylidene)di-4,1-phenylenetetraphenyl diphosphate"	"425-220-8"	"5945-33-5"	"100.102.368"	"Cease Manufacture"	"FULL"	"INDIVIDUAL_SUBMISSION"	"Cease manufacture"	"20-11-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/8024"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.368"	
